event_id,tiger_id,filename,timestamp,camera_id,latitude,longitude,grid_id,zone,zone_type,habitat,range,station_id,trail_type,previous_camera,distance_from_previous_km,bearing_deg,estimated_travel_time_hr,home_range_id,distance_from_hr_center_km,inside_home_range,distance_to_core_boundary_km,distance_to_buffer_km,distance_to_village_km,nearest_village,distance_to_water_km,nearest_water,prey_density,water_availability,human_disturbance,camera_operational,camera_detection_probability,image_quality,reid_confidence,movement_state,behavioral_state,season,alert_level,ambient_temp_c,lighting_condition,camera_type,nearest_village_dist_km,event_type,anomaly_type,anomaly_confidence
811f461b-d78,222,003051.jpg,2022-06-11 06:00:00,CAM-0066,21.606452,79.160942,G006003,core_forest,core_forest,teak_forest,Saleghat,CAM-0066,animal_trail,CAM-0113,2.842,43.5,0.95,HR-222,1.544,True,2.793,6.759,5.744,Wadamba,1.338,Saleghat Nala,0.593,0.313,0.175,True,0.065,partial,0.56,NORMAL,normal_travel,summer,SAFE,32.2,Dawn / Dusk,Camera Trap (Wildlife),5.744,observation,normal,0.0
5ade0e67-380,226,000296.jpg,2022-06-11 06:00:00,CAM-0089,21.537292,79.280298,G002009,buffer,buffer,mixed_forest,Nagalwadi Buffer,CAM-0089,crossing,CAM-0094,1.651,177.5,0.55,HR-226,1.782,True,1.716,3.04,3.646,Khandala,9.715,Jamni River,0.606,0.0,0.255,True,0.071,partial,0.54,SLOW,slow_movement,summer,CAUTION,34.3,Dawn / Dusk,Camera Trap (Wildlife),3.646,observation,water_driven_movement,0.5
0eed815d-783,240,000861.jpg,2022-06-11 06:00:00,CAM-0011,21.680818,79.296324,G010010,core_forest,core_forest,mixed_forest,East Pench,CAM-0011,forest_road,CAM-0012,1.908,184.8,0.64,HR-240,0.526,True,5.621,9.253,7.262,Manegaon,4.872,East Pench Nala,0.634,0.132,0.073,True,0.231,poor,0.3,NORMAL,normal_travel,summer,SAFE,33.2,Dawn / Dusk,Camera Trap (Wildlife),7.262,observation,water_driven_movement,0.5
45b7e738-0fc,249,004511.jpg,2022-06-11 06:00:00,CAM-0068,21.627219,79.165474,G007003,core_forest,core_forest,mixed_forest,Saleghat,CAM-0068,animal_trail,CAM-0068,0.0,0.0,0.0,HR-249,0.623,True,3.666,7.268,6.996,Bodhali,3.577,Saleghat Nala,0.581,0.243,0.098,True,0.214,poor,0.26,RESTING,resting,summer,SAFE,33.7,Dawn / Dusk,Camera Trap (Wildlife),6.996,observation,water_driven_movement,0.5
aea8e8f9-0bc,271,003859.jpg,2022-06-11 06:00:00,CAM-0043,21.642541,79.260745,G008008,core_forest,core_forest,teak_forest,Chorbahuli,CAM-0043,streambed,CAM-0040,1.767,179.0,0.59,HR-271,0.687,True,10.143,14.328,12.15,Bandara,0.994,Pench River Main,0.689,0.451,0.249,True,0.224,occluded,0.36,SLOW,slow_movement,summer,SAFE,34.2,Dawn / Dusk,Camera Trap (Wildlife),12.15,observation,normal,0.0
68608d11-940,27,005069.jpg,2022-06-11 09:00:00,CAM-0085,21.550547,79.204509,G003005,core_forest,core_forest,mixed_forest,Paoni Buffer,CAM-0085,crossing,CAM-0073,2.096,170.4,0.7,HR-27,2.073,True,0.177,5.76,3.973,Sawara,4.38,Jamni River,0.579,0.173,0.191,True,0.115,poor,0.27,RESTING,resting,summer,SAFE,32.1,Daylight,Camera Trap (Wildlife),3.973,observation,water_driven_movement,0.5
e216953b-30f,33,003798.jpg,2022-06-11 09:00:00,CAM-0019,21.626318,79.338994,G007012,core_forest,core_forest,mixed_forest,East Pench,CAM-0019,animal_trail,CAM-0006,2.078,86.7,0.69,HR-33,1.399,True,3.186,6.346,4.998,Sillari,2.787,East Pench Nala,0.518,0.108,0.167,True,0.051,partial,0.53,RESTING,resting,summer,SAFE,34.1,Daylight,Camera Trap (Wildlife),4.998,observation,water_driven_movement,0.5
fd88eecf-771,55,004128.jpg,2022-06-11 09:00:00,CAM-0048,21.641215,79.222714,G008006,core_forest,core_forest,teak_forest,Chorbahuli,CAM-0048,ridge,CAM-0048,0.0,0.0,0.0,HR-55,2.165,True,10.143,13.621,11.842,Wadamba,4.53,NH-44 Culvert Pool,0.665,0.115,0.05,True,0.517,excellent,0.87,SLOW,slow_movement,summer,SAFE,32.6,Daylight,Camera Trap (Wildlife),11.842,observation,water_driven_movement,0.5
872346b9-a8d,69,000643.jpg,2022-06-11 09:00:00,CAM-0023,21.698385,79.14569,G011002,core_forest,core_forest,mixed_forest,West Pench,CAM-0023,forest_road,CAM-0031,1.838,9.0,0.61,HR-69,1.752,True,1.19,4.792,3.414,Pitesur,9.289,Pench River North,0.56,0.0,0.201,True,0.056,partial,0.57,SLOW,slow_movement,summer,SAFE,34.5,Daylight,Camera Trap (Wildlife),3.414,observation,water_driven_movement,0.5
fd2c8a12-b3c,94,001061.jpg,2022-06-11 09:00:00,CAM-0056,21.733428,79.222533,G013006,core_forest,core_forest,mixed_forest,Devalapar,CAM-0056,animal_trail,CAM-0116,2.556,224.1,0.85,HR-94,0.817,True,1.799,4.477,2.836,Hiwra,2.9,Pench River North,0.58,0.28,0.244,True,0.187,partial,0.57,RESTING,resting,summer,SAFE,35.2,Daylight,Camera Trap (Wildlife),2.836,observation,water_driven_movement,0.5
87993abd-50f,96,003325.jpg,2022-06-11 09:00:00,CAM-0075,21.553358,79.183519,G003004,buffer,buffer,mixed_forest,Paoni Buffer,CAM-0075,animal_trail,CAM-0072,2.119,168.4,0.71,HR-96,0.726,True,0.237,5.346,2.943,Wadamba,4.63,Jamni River,0.619,0.262,0.225,True,0.068,occluded,0.36,SLOW,slow_movement,summer,CAUTION,35.3,Daylight,Camera Trap (Wildlife),2.943,observation,water_driven_movement,0.5
f1d646b6-91d,109,002296.jpg,2022-06-11 09:00:00,CAM-0085,21.550547,79.204509,G003005,core_forest,core_forest,mixed_forest,Paoni Buffer,CAM-0085,crossing,CAM-0073,2.096,170.4,0.7,HR-109,1.229,True,0.177,5.76,3.973,Sawara,4.38,Jamni River,0.579,0.173,0.191,True,0.072,occluded,0.33,RESTING,resting,summer,SAFE,33.6,Daylight,Camera Trap (Wildlife),3.973,observation,water_driven_movement,0.5
581029fa-697,124,005015.jpg,2022-06-11 09:00:00,CAM-0083,21.55036,79.223679,G003006,core_forest,core_forest,mixed_forest,Paoni Buffer,CAM-0083,animal_trail,CAM-0076,1.703,269.6,0.57,HR-124,1.105,True,0.391,5.903,4.496,Paoni,4.802,Jamni River,0.567,0.046,0.154,True,0.071,occluded,0.35,RESTING,resting,summer,SAFE,33.6,Daylight,Camera Trap (Wildlife),4.496,observation,water_driven_movement,0.5
20a7081f-610,129,002094.jpg,2022-06-11 09:00:00,CAM-0038,21.623079,79.258551,G007008,core_forest,core_forest,teak_forest,Chorbahuli,CAM-0038,streambed,CAM-0103,1.517,344.9,0.51,HR-129,0.632,True,8.095,12.688,12.685,Khapa,1.016,NH-44 Culvert Pool,0.66,0.482,0.249,True,0.475,partial,0.51,RESTING,resting,summer,SAFE,36.0,Daylight,Camera Trap (Wildlife),12.685,observation,normal,0.0
48a4ae76-0b2,145,001524.jpg,2022-06-11 09:00:00,CAM-0046,21.678507,79.262817,G010008,core_forest,core_forest,teak_forest,Chorbahuli,CAM-0046,crossing,CAM-0050,1.8,257.9,0.6,HR-145,0.37,True,7.662,10.329,8.163,Bandara,4.338,Pench River Main,0.634,0.157,0.249,True,0.223,poor,0.29,RESTING,resting,summer,SAFE,34.1,Daylight,Camera Trap (Wildlife),8.163,observation,water_driven_movement,0.5
2a5e0ccf-0a4,153,001044.jpg,2022-06-11 09:00:00,CAM-0102,21.569383,79.220994,G004006,core_forest,core_forest,teak_forest,Sillari Buffer Sector,CAM-0102,animal_trail,CAM-0085,2.693,39.1,0.9,HR-153,2.108,True,2.457,7.985,6.412,Sawara,2.82,Jamni River,0.701,0.304,0.103,True,0.12,partial,0.57,SLOW,slow_movement,summer,SAFE,32.7,Daylight,Camera Trap (Wildlife),6.412,observation,normal,0.0
56f4990b-008,168,000210.jpg,2022-06-11 09:00:00,CAM-0116,21.749952,79.239813,G014007,buffer,buffer,teak_forest,North Buffer,CAM-0116,animal_trail,CAM-0119,2.316,259.9,0.77,HR-168,1.333,True,0.089,2.544,1.221,Ghatpendhari,4.462,Pench River North,0.382,0.068,0.746,True,0.061,poor,0.3,RESTING,resting,summer,CAUTION,34.0,Daylight,Camera Trap (Wildlife),1.221,observation,water_driven_movement,0.5
8fc55f3b-c89,175,001359.jpg,2022-06-11 09:00:00,CAM-0023,21.698385,79.14569,G011002,core_forest,core_forest,mixed_forest,West Pench,CAM-0023,forest_road,CAM-0023,0.0,0.0,0.0,HR-175,0.717,True,1.19,4.792,3.414,Pitesur,9.289,Pench River North,0.558,0.0,0.228,True,0.259,excellent,0.92,RESTING,resting,summer,SAFE,34.8,Daylight,Camera Trap (Wildlife),3.414,observation,water_driven_movement,0.5
0f0f3900-402,181,002004.jpg,2022-06-11 09:00:00,CAM-0052,21.622385,79.277484,G007009,core_forest,core_forest,mixed_forest,Chorbahuli,CAM-0052,animal_trail,CAM-0013,3.359,223.0,1.12,HR-181,1.508,True,7.311,11.458,11.091,Pipariya,1.539,NH-44 Culvert Pool,0.659,0.405,0.151,True,0.489,partial,0.59,EXPLORATORY,exploratory,summer,SAFE,33.9,Daylight,Camera Trap (Wildlife),11.091,observation,normal,0.0
b84e3d43-67f,216,003654.jpg,2022-06-11 09:00:00,CAM-0115,21.569125,79.126382,G004001,buffer,buffer,grassland,West Buffer,CAM-0115,forest_road,CAM-0062,4.061,239.6,1.35,HR-216,2.528,True,2.697,2.115,2.303,Khursapar,4.906,Saleghat Nala,0.398,0.094,0.464,True,0.2,occluded,0.39,NORMAL,normal_travel,summer,CAUTION,35.2,Daylight,CCTV / Solar Camera,2.303,observation,water_driven_movement,0.5
c0a47a1c-407,244,000015.jpg,2022-06-11 09:00:00,CAM-0047,21.622745,79.237739,G007007,core_forest,core_forest,bamboo,Chorbahuli,CAM-0047,animal_trail,CAM-0037,1.601,111.0,0.53,HR-244,1.067,True,8.511,13.612,11.365,Wadamba,2.921,NH-44 Culvert Pool,0.702,0.315,0.05,True,0.063,poor,0.24,RESTING,resting,summer,SAFE,36.0,Daylight,Camera Trap (Wildlife),11.365,observation,normal,0.0
4df10378-294,253,004548.jpg,2022-06-11 09:00:00,CAM-0025,21.679297,79.184406,G010004,core_forest,core_forest,mixed_forest,West Pench,CAM-0025,streambed,CAM-0025,0.0,0.0,0.0,HR-253,1.534,True,5.686,9.251,7.192,Bodalkasa,6.227,Pench River North,0.544,0.0,0.05,True,0.065,poor,0.23,RESTING,resting,summer,SAFE,33.7,Daylight,Camera Trap (Wildlife),7.192,observation,water_driven_movement,0.5
0c0abc61-14d,255,002724.jpg,2022-06-11 09:00:00,CAM-0095,21.553553,79.25776,G003008,core_forest,core_forest,mixed_forest,Nagalwadi Buffer,CAM-0095,animal_trail,CAM-0095,0.0,0.0,0.0,HR-255,0.766,True,0.544,5.668,6.171,Chargaon,6.775,Jamni River,0.558,0.0,0.32,True,0.321,good,0.79,RESTING,resting,summer,SAFE,32.0,Daylight,Camera Trap (Wildlife),6.171,observation,water_driven_movement,0.5
f7363405-7f7,267,003679.jpg,2022-06-11 09:00:00,CAM-0109,21.571644,79.144756,G004002,buffer,buffer,teak_forest,West Buffer,CAM-0109,animal_trail,CAM-0065,1.962,279.4,0.65,HR-267,1.641,True,0.845,4.131,2.128,Wadamba,3.327,Saleghat Nala,0.654,0.306,0.276,True,0.051,partial,0.59,RESTING,resting,summer,CAUTION,34.3,Daylight,Camera Trap (Wildlife),2.128,observation,normal,0.0
cca90e91-ba4,274,002411.jpg,2022-06-11 09:00:00,CAM-0056,21.733428,79.222533,G013006,core_forest,core_forest,mixed_forest,Devalapar,CAM-0056,animal_trail,CAM-0054,2.174,10.3,0.72,HR-274,0.932,True,1.799,4.477,2.836,Hiwra,2.9,Pench River North,0.58,0.28,0.244,True,0.093,poor,0.24,RESTING,resting,summer,SAFE,32.2,Daylight,Camera Trap (Wildlife),2.836,observation,water_driven_movement,0.5
84493d59-105,25,004765.jpg,2022-06-11 12:00:00,CAM-0104,21.677021,79.318773,G010011,core_forest,core_forest,bamboo,Sillari Buffer Sector,CAM-0104,streambed,CAM-0004,2.356,315.7,0.79,HR-25,0.217,True,4.824,8.663,7.107,Kolitmara,3.215,East Pench Nala,0.738,0.415,0.124,True,0.052,partial,0.55,RESTING,resting,summer,SAFE,38.0,Daylight,Camera Trap (Wildlife),7.107,observation,normal,0.0
6899c164-94d,28,000699.jpg,2022-06-11 12:00:00,CAM-0045,21.660499,79.22207,G009006,core_forest,core_forest,teak_forest,Chorbahuli,CAM-0045,forest_road,CAM-0045,0.0,0.0,0.0,HR-28,0.747,True,9.892,12.563,10.847,Hiwra,5.436,Pench River Main,0.59,0.042,0.05,True,0.423,good,0.8,RESTING,resting,summer,SAFE,39.1,Daylight,Camera Trap (Wildlife),10.847,observation,water_driven_movement,0.5
d26b381b-675,66,003139.jpg,2022-06-11 12:00:00,CAM-0090,21.518734,79.278986,G001009,buffer,buffer,mixed_forest,Nagalwadi Buffer,CAM-0090,forest_road,CAM-0096,1.884,88.9,0.63,HR-66,1.438,True,3.708,1.194,2.369,Rawanwadi,10.984,Jamni River,0.371,0.0,0.67,True,0.085,occluded,0.33,RESTING,resting,summer,CAUTION,39.5,Daylight,CCTV / Solar Camera,2.369,observation,water_driven_movement,0.5
deb02b36-fef,85,004303.jpg,2022-06-11 12:00:00,CAM-0087,21.551809,79.319924,G003011,buffer,buffer,teak_forest,Nagalwadi Buffer,CAM-0087,forest_road,CAM-0092,1.673,356.4,0.56,HR-85,1.863,True,1.802,2.327,2.634,Khapa,10.36,NH-44 Culvert Pool,0.307,0.0,0.444,True,0.145,partial,0.52,RESTING,resting,summer,CAUTION,37.3,Daylight,Camera Trap (Wildlife),2.634,observation,water_driven_movement,0.5
c101cb57-1a3,132,003946.jpg,2022-06-11 12:00:00,CAM-0078,21.536082,79.221711,G002006,buffer,buffer,scrub,Paoni Buffer,CAM-0078,streambed,CAM-0080,2.015,78.1,0.67,HR-132,0.948,True,1.208,4.306,2.9,Paoni,6.227,Jamni River,0.438,0.0,0.446,True,0.643,excellent,0.95,RESTING,resting,summer,CAUTION,37.2,Daylight,Camera Trap (Wildlife),2.9,observation,water_driven_movement,0.5
c7443a76-aba,148,000272.jpg,2022-06-11 12:00:00,CAM-0052,21.622385,79.277484,G007009,core_forest,core_forest,mixed_forest,Chorbahuli,CAM-0052,animal_trail,CAM-0052,0.0,0.0,0.0,HR-148,0.432,True,7.311,11.458,11.091,Pipariya,1.539,NH-44 Culvert Pool,0.659,0.405,0.151,True,0.392,excellent,0.93,RESTING,resting,summer,SAFE,36.5,Daylight,Camera Trap (Wildlife),11.091,observation,normal,0.0
086099fe-0f9,151,001591.jpg,2022-06-11 12:00:00,CAM-0058,21.732365,79.240013,G013007,core_forest,core_forest,teak_forest,Devalapar,CAM-0058,animal_trail,CAM-0058,0.0,0.0,0.0,HR-151,1.42,True,1.862,4.493,2.998,Bandara,2.536,Pench River North,0.718,0.308,0.242,True,0.197,poor,0.32,RESTING,resting,summer,SAFE,36.7,Daylight,Camera Trap (Wildlife),2.998,observation,normal,0.0
09698a5e-ac7,187,000205.jpg,2022-06-11 12:00:00,CAM-0053,21.715437,79.239766,G012007,core_forest,core_forest,teak_forest,Devalapar,CAM-0053,crossing,CAM-0059,2.142,271.0,0.71,HR-187,1.962,True,3.741,6.37,4.562,Bandara,0.778,Pench River North,0.74,0.475,0.18,True,0.067,partial,0.56,RESTING,resting,summer,SAFE,37.7,Daylight,Camera Trap (Wildlife),4.562,observation,normal,0.0
1efbddc3-7a7,198,002163.jpg,2022-06-11 12:00:00,CAM-0032,21.70015,79.180221,G011004,core_forest,core_forest,mixed_forest,West Pench,CAM-0032,forest_road,CAM-0027,1.469,183.3,0.49,HR-198,1.357,True,4.648,7.972,4.889,Bodalkasa,5.747,Pench River North,0.488,0.036,0.152,True,0.183,partial,0.54,RESTING,resting,summer,SAFE,37.3,Daylight,Camera Trap (Wildlife),4.889,observation,water_driven_movement,0.5
12dd804c-259,202,002168.jpg,2022-06-11 12:00:00,CAM-0034,21.663106,79.142701,G009002,core_forest,core_forest,bamboo,West Pench,CAM-0034,animal_trail,CAM-0021,1.951,278.9,0.65,HR-202,0.857,True,1.258,4.74,4.312,Ghiregaon,7.901,Saleghat Nala,0.598,0.0,0.182,True,0.136,poor,0.3,RESTING,resting,summer,SAFE,39.4,Daylight,Camera Trap (Wildlife),4.312,observation,water_driven_movement,0.5
f5ac3c29-c38,246,001273.jpg,2022-06-11 12:00:00,CAM-0114,21.623022,79.142596,G007002,core_forest,core_forest,teak_forest,West Buffer,CAM-0114,crossing,CAM-0114,0.0,0.0,0.0,HR-246,1.524,True,1.093,4.728,4.606,Bodhali,3.873,Saleghat Nala,0.602,0.183,0.173,True,0.308,good,0.78,RESTING,resting,summer,SAFE,39.1,Daylight,Camera Trap (Wildlife),4.606,observation,water_driven_movement,0.5
48b49e41-db8,252,002360.jpg,2022-06-11 12:00:00,CAM-0058,21.732365,79.240013,G013007,core_forest,core_forest,teak_forest,Devalapar,CAM-0058,animal_trail,CAM-0061,2.326,266.4,0.78,HR-252,0.751,True,1.862,4.493,2.998,Bandara,2.536,Pench River North,0.718,0.308,0.242,True,0.164,partial,0.55,RESTING,resting,summer,SAFE,38.8,Daylight,Camera Trap (Wildlife),2.998,observation,normal,0.0
6f84726d-b5e,261,000832.jpg,2022-06-11 12:00:00,CAM-0021,21.660388,79.161413,G009003,core_forest,core_forest,mixed_forest,West Pench,CAM-0021,ridge,CAM-0021,0.0,0.0,0.0,HR-261,0.966,True,3.355,6.817,6.205,Ghiregaon,7.267,Saleghat Nala,0.544,0.0,0.05,True,0.065,partial,0.5,RESTING,resting,summer,SAFE,39.4,Daylight,Camera Trap (Wildlife),6.205,observation,water_driven_movement,0.5
3437c3f9-c4f,268,002831.jpg,2022-06-11 12:00:00,CAM-0019,21.626318,79.338994,G007012,core_forest,core_forest,mixed_forest,East Pench,CAM-0019,animal_trail,CAM-0018,1.691,280.3,0.56,HR-268,1.511,True,3.186,6.346,4.998,Sillari,2.787,East Pench Nala,0.599,0.19,0.229,True,0.097,poor,0.25,RESTING,resting,summer,SAFE,36.6,Daylight,Camera Trap (Wildlife),4.998,observation,water_driven_movement,0.5
46a19856-4df,1,003807.jpg,2022-06-11 15:00:00,CAM-0030,21.658278,79.182343,G009004,core_forest,core_forest,teak_forest,West Pench,CAM-0030,animal_trail,CAM-0026,2.154,260.7,0.72,HR-1,0.814,True,5.69,9.14,8.323,Ghiregaon,7.247,Saleghat Nala,0.609,0.0,0.05,True,0.099,poor,0.31,RESTING,resting,summer,SAFE,38.2,Daylight,Camera Trap (Wildlife),8.323,observation,water_driven_movement,0.5
cb08589f-3e0,24,001208.jpg,2022-06-11 15:00:00,CAM-0067,21.607096,79.179456,G006004,core_forest,core_forest,teak_forest,Saleghat,CAM-0067,waterhole_approach,CAM-0066,1.908,87.9,0.64,HR-24,1.517,True,4.543,8.78,6.307,Wadamba,2.005,Saleghat Nala,0.682,0.425,0.131,True,0.059,partial,0.53,RESTING,resting,summer,SAFE,37.7,Daylight,Camera Trap (Wildlife),6.307,observation,normal,0.0
281ba04b-596,39,004370.jpg,2022-06-11 15:00:00,CAM-0037,21.627916,79.223226,G007006,core_forest,core_forest,grassland,Chorbahuli,CAM-0037,streambed,CAM-0037,0.0,0.0,0.0,HR-39,1.902,True,8.942,13.678,10.719,Wadamba,4.309,NH-44 Culvert Pool,0.579,0.191,0.05,True,0.069,poor,0.27,RESTING,resting,summer,SAFE,38.0,Daylight,Camera Trap (Wildlife),10.719,observation,water_driven_movement,0.5
e484f4c4-2f2,88,004405.jpg,2022-06-11 15:00:00,CAM-0002,21.622489,79.301077,G007010,core_forest,core_forest,mixed_forest,East Pench,CAM-0002,streambed,CAM-0006,1.856,260.6,0.62,HR-88,0.766,True,6.151,9.945,8.722,Sillari,3.745,Pench River Main,0.609,0.238,0.05,True,0.077,poor,0.31,RESTING,resting,summer,SAFE,38.3,Daylight,Camera Trap (Wildlife),8.722,observation,water_driven_movement,0.5
be69b264-5e1,100,001950.jpg,2022-06-11 15:00:00,CAM-0120,21.753893,79.184744,G014004,buffer,buffer,teak_forest,North Buffer,CAM-0120,forest_road,CAM-0120,0.0,0.0,0.0,HR-100,0.649,True,1.051,2.115,2.38,Chikhli,7.109,Pench River North,0.435,0.0,0.452,True,0.447,good,0.78,RESTING,resting,summer,CAUTION,39.3,Daylight,CCTV / Solar Camera,2.38,observation,water_driven_movement,0.5
dd4b45de-aa4,130,002610.jpg,2022-06-11 15:00:00,CAM-0024,21.699067,79.200892,G011005,core_forest,core_forest,bamboo,West Pench,CAM-0024,animal_trail,CAM-0024,0.0,0.0,0.0,HR-130,0.262,True,5.281,8.376,6.195,Bodalkasa,3.717,Pench River North,0.616,0.211,0.11,True,0.253,good,0.84,RESTING,resting,summer,SAFE,37.4,Daylight,Camera Trap (Wildlife),6.195,observation,water_driven_movement,0.5
352d60bb-9fa,154,003150.jpg,2022-06-11 15:00:00,CAM-0039,21.65985,79.243359,G009007,core_forest,core_forest,teak_forest,Chorbahuli,CAM-0039,ridge,CAM-0039,0.0,0.0,0.0,HR-154,1.022,True,9.897,12.511,10.371,Bandara,3.519,Pench River Main,0.642,0.315,0.249,True,0.113,occluded,0.32,RESTING,resting,summer,SAFE,39.5,Daylight,Camera Trap (Wildlife),10.371,observation,normal,0.0
ce6e73b7-a97,160,003113.jpg,2022-06-11 15:00:00,CAM-0021,21.660388,79.161413,G009003,core_forest,core_forest,mixed_forest,West Pench,CAM-0021,ridge,CAM-0030,2.168,276.2,0.72,HR-160,1.593,True,3.355,6.817,6.205,Ghiregaon,7.267,Saleghat Nala,0.511,0.0,0.113,True,0.148,partial,0.58,RESTING,resting,summer,SAFE,37.8,Daylight,Camera Trap (Wildlife),6.205,observation,water_driven_movement,0.5
41e2b4d3-07f,168,001846.jpg,2022-06-11 15:00:00,CAM-0119,21.753599,79.261957,G014008,buffer,buffer,teak_forest,North Buffer,CAM-0119,forest_road,CAM-0116,2.316,79.9,0.77,HR-168,0.989,True,0.564,2.011,0.269,Bandara,5.579,Pench River North,0.382,0.068,0.746,True,0.127,occluded,0.31,RESTING,resting,summer,CAUTION,38.6,Daylight,CCTV / Solar Camera,0.269,observation,water_driven_movement,0.5
98e96e22-08f,181,004085.jpg,2022-06-11 15:00:00,CAM-0042,21.640737,79.27942,G008009,core_forest,core_forest,teak_forest,Chorbahuli,CAM-0042,forest_road,CAM-0052,2.047,5.6,0.68,HR-181,1.95,True,9.037,13.001,11.333,Sillari,0.974,Pench River Main,0.66,0.482,0.249,True,0.052,partial,0.55,EXPLORATORY,exploratory,summer,SAFE,38.6,Daylight,Camera Trap (Wildlife),11.333,observation,normal,0.0
96615875-07d,216,000690.jpg,2022-06-11 15:00:00,CAM-0062,21.587664,79.160376,G005003,core_forest,core_forest,riparian_forest,Saleghat,CAM-0062,waterhole_approach,CAM-0115,4.061,59.6,1.35,HR-216,1.656,True,1.584,6.245,3.668,Wadamba,0.943,Saleghat Nala,0.846,0.487,0.205,True,0.072,partial,0.5,LONG_DISTANCE,long_distance_travel,summer,SAFE,38.3,Daylight,Camera Trap (Wildlife),3.668,observation,range_expansion,0.62
311ecd94-11c,217,001472.jpg,2022-06-11 15:00:00,CAM-0003,21.609939,79.300875,G006010,core_forest,core_forest,bamboo,East Pench,CAM-0003,animal_trail,CAM-0003,0.0,0.0,0.0,HR-217,0.48,True,4.915,8.868,8.327,Pipariya,4.314,NH-44 Culvert Pool,0.541,0.154,0.05,True,0.4,partial,0.55,RESTING,resting,summer,SAFE,36.6,Daylight,Camera Trap (Wildlife),8.327,observation,water_driven_movement,0.5
8f142a54-1b8,228,003025.jpg,2022-06-11 15:00:00,CAM-0075,21.553358,79.183519,G003004,buffer,buffer,mixed_forest,Paoni Buffer,CAM-0075,animal_trail,CAM-0075,0.0,0.0,0.0,HR-228,1.727,True,0.237,5.346,2.943,Wadamba,4.63,Jamni River,0.363,0.118,0.444,True,0.116,occluded,0.33,RESTING,resting,summer,CAUTION,39.5,Daylight,Camera Trap (Wildlife),2.943,observation,water_driven_movement,0.5
eb8ef653-73c,229,002685.jpg,2022-06-11 15:00:00,CAM-0068,21.627219,79.165474,G007003,core_forest,core_forest,mixed_forest,Saleghat,CAM-0068,animal_trail,CAM-0068,0.0,0.0,0.0,HR-229,0.669,True,3.666,7.268,6.996,Bodhali,3.577,Saleghat Nala,0.581,0.243,0.098,True,0.393,good,0.78,RESTING,resting,summer,SAFE,37.0,Daylight,Camera Trap (Wildlife),6.996,observation,water_driven_movement,0.5
80eadd1f-2f1,256,002784.jpg,2022-06-11 15:00:00,CAM-0002,21.622489,79.301077,G007010,core_forest,core_forest,mixed_forest,East Pench,CAM-0002,streambed,CAM-0003,1.393,0.9,0.46,HR-256,1.157,True,6.151,9.945,8.722,Sillari,3.745,Pench River Main,0.609,0.238,0.05,True,0.288,excellent,0.88,RESTING,resting,summer,SAFE,36.1,Daylight,Camera Trap (Wildlife),8.722,observation,water_driven_movement,0.5
634d6ff0-f29,265,003897.jpg,2022-06-11 15:00:00,CAM-0052,21.622385,79.277484,G007009,core_forest,core_forest,mixed_forest,Chorbahuli,CAM-0052,animal_trail,CAM-0052,0.0,0.0,0.0,HR-265,0.78,True,7.311,11.458,11.091,Pipariya,1.539,NH-44 Culvert Pool,0.659,0.405,0.151,True,0.672,partial,0.56,RESTING,resting,summer,SAFE,37.9,Daylight,Camera Trap (Wildlife),11.091,observation,normal,0.0
fdd3efbf-23f,273,000519.jpg,2022-06-11 15:00:00,CAM-0110,21.591278,79.126447,G005001,buffer,buffer,teak_forest,West Buffer,CAM-0110,animal_trail,CAM-0110,0.0,0.0,0.0,HR-273,0.621,True,1.327,2.656,2.316,Jamun,3.992,Saleghat Nala,0.362,0.159,0.474,True,0.623,excellent,0.88,RESTING,resting,summer,CAUTION,37.7,Daylight,CCTV / Solar Camera,2.316,observation,water_driven_movement,0.5
8254c821-1db,25,003365.jpg,2022-06-11 18:00:00,CAM-0016,21.662339,79.320583,G009011,core_forest,core_forest,riparian_forest,East Pench,CAM-0016,streambed,CAM-0104,1.64,173.5,0.55,HR-25,1.727,True,5.961,8.714,7.561,Kolitmara,1.678,East Pench Nala,0.575,0.233,0.084,True,0.078,partial,0.51,SLOW,slow_movement,summer,SAFE,35.3,Dawn / Dusk,Camera Trap (Wildlife),7.561,observation,water_driven_movement,0.5
6c513744-a02,27,002143.jpg,2022-06-11 18:00:00,CAM-0073,21.569168,79.201126,G004005,core_forest,core_forest,teak_forest,Saleghat,CAM-0073,forest_road,CAM-0085,2.096,350.4,0.7,HR-27,0.558,True,2.19,7.743,5.004,Wadamba,2.347,Jamni River,0.579,0.173,0.191,True,0.099,poor,0.28,RESTING,resting,summer,SAFE,34.6,Dawn / Dusk,Camera Trap (Wildlife),5.004,observation,water_driven_movement,0.5
